OTU ID	CIMA.CLC.	CIMA.CLC.SUB.	CIMA.GLC.	CIMA.GLC.SUB.	CIMA.LAC.	CIMA.LAC.SUB.	CIMA.RMC.	CIMA.RMC.SUB.	CIMA.SMC.	CIMA.SMC.SUB.	GMT.CLC.	GMT.CLC.SUB.	GMT.GLC.	GMT.GLC.SUB.	GMT.LAC.	GMT.LAC.SUB.	GMT.RMC.	GMT.RMC.SUB.	GMT.SMC.	GMT.SMC.SUB.	KELSO.CLC.	KELSO.CLC.SUB.	KELSO.GLC.	KELSO.GLC.SUB.	KELSO.LAC.	KELSO.LAC.SUB.	KELSO.RMC.	KELSO.RMC.SUB.	KELSO.SMC.	KELSO.SMC.SUB.	NPMarch10.	NPMarch11.	NPMarch12.	NPMarch1SF.	NPMarch1Sub.	NPMarch2SF.	NPMarch2Sub.	NPMarch3SF.	NPMarch3Sub.	NPMarch4SF.	NPMarch4Sub.	NPMarch5SF.	NPMarch5Sub.	NPMarch6SF.	NPMarch6Sub.	NPMarch7SF.	NPMarch7Sub.	NPMarch8SF.	NPMarch8Sub.	NPMarch9SF.	NPMarch9Sub.	Taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
OTU315	2	0	0	1	0	0	1	2	4	5	0	0	0	0	0	0	0	0	0	0	3	0	0	59	96	40	27	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"GS|100.0|KP101184|SH219124.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia terricola"	Sporormiaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph	Probable	Microfungus	NULL	"Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
OTU284	1	0	0	1	0	0	0	0	0	0	0	1	0	0	4	1	3	0	0	0	1	6	0	4	1	0	1	0	3	0	30	1	22	0	2	83	15	16	0	0	5	0	35	0	0	20	0	0	0	0	3	"SS|1.0000|EU480339|SH028426.07FU;k:Rhizaria,p:Cercozoa"	-	-	-	-	-	-	-	Unassigned	-
OTU400	0	0	1	3	1	0	2	0	1	3	0	0	1	10	83	11	5	2	57	0	2	0	0	0	6	0	0	0	22	0	0	0	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	41	0	US|0.7424|MF966081|SH193471.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU484	3	0	2	2	2	0	1	0	0	0	0	0	0	13	1	0	3	0	0	0	1	0	5	36	3	0	2	0	0	0	0	1	1	0	3	0	0	0	0	0	0	1	0	3	0	0	0	0	0	66	108	"GS|100.0|KC455880|SH197624.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Filobasidium,s:Filobasidium chernovii"	Filobasidium	13	Saprotroph	Undefined Saprotroph	Highly Probable	Facultative Yeast	NULL	NULL	"Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego"
OTU296	0	0	0	0	0	0	0	0	0	0	225	28	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.0294|None;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales"	-	-	-	-	-	-	-	Unassigned	-
OTU347	13	0	4	0	5	0	7	0	14	0	16	0	4	0	12	0	4	0	7	0	7	1	8	0	10	0	2	0	14	0	8	8	13	1	14	6	6	7	5	8	7	4	9	0	5	1	7	4	2	3	4	"GS|98.7|DQ525528|SH023854.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales,f:Acarosporaceae,g:Acarospora"	Acarospora	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
OTU1067	0	0	0	0	0	0	0	0	0	0	10	0	0	0	228	7	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SS|0.7500|DQ374129|SH191927.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales,f:Acarosporaceae"	Acarosporaceae	9	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	"Lichenized with green algae, usually on rocks and often in nutrient-enriched habitats (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
OTU276	0	0	0	3	0	24	4	6	0	0	0	2	0	0	53	59	8	15	0	3	0	0	0	0	0	7	0	0	0	0	8	0	6	0	4	0	13	0	0	0	0	0	23	0	0	0	0	0	10	0	0	"GSL|100.0|JX867233|SH187563.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia"	Curvularia	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
OTU254	221	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.0247|KC966329|SH459947.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales"	-	-	-	-	-	-	-	Unassigned	-
OTU269	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	"GS|97.3|KT809086|SH197511.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales"	-	-	-	-	-	-	-	Unassigned	-
OTU294	6	5	0	0	13	0	13	0	0	0	8	8	1	13	0	0	1	1	0	0	8	1	0	5	8	0	7	1	1	3	25	1	0	0	0	0	0	0	1	26	0	0	1	0	0	0	0	0	0	38	48	"US|0.9649|None;k:Rhizaria,p:Cercozoa"	-	-	-	-	-	-	-	Unassigned	-
OTU303	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.9249|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes"	-	-	-	-	-	-	-	Unassigned	-
OTU260	0	0	0	0	0	0	0	0	0	0	209	0	24	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.9109|None;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales"	-	-	-	-	-	-	-	Unassigned	-
OTU307	193	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.8947|KF296802|SH455754.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales"	-	-	-	-	-	-	-	Unassigned	-
OTU271	0	1	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SS|0.5300|EU480007|SH003709.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Tulostoma"	Tulostoma	13	Saprotroph	Soil Saprotroph	Probable	Gasteroid	NULL	Common name - stalked puffball	"Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; Tedersoo L, et al. 2014. Science 346:1256688"
OTU316	1	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	216	0	"GS|100.0|GQ203790|SH184201.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormiella,s:Sporormiella septenaria"	Sporormiella	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	"Tedersoo L, et al. 2014. Science 346:1256688"
OTU278	11	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2	10	1	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.8859|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"	-	-	-	-	-	-	-	Unassigned	-
OTU952	0	0	1	0	1	0	4	0	2	0	11	1	2	5	1	1	22	39	8	2	0	0	16	0	2	0	2	1	9	0	30	0	0	0	45	1	2	1	0	1	0	0	0	0	0	0	0	0	8	19	0	"GS|98.9|KF531831|SH207244.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Didymella,s:Didymella rhei"	Didymella	13	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	NULL	"Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)"
OTU335	10	0	7	0	5	0	13	0	4	0	15	0	5	0	11	0	5	0	7	0	5	0	6	0	7	0	5	0	13	0	7	4	9	1	13	9	2	6	4	7	7	8	6	1	6	5	6	3	6	6	3	"US|0.6997|GU184119|SH011665.07FU;k:Fungi,p:Ascomycota"	-	-	-	-	-	-	-	Unassigned	-
OTU339	0	0	0	0	0	0	0	0	0	0	4	52	0	143	0	0	3	5	2	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SS|0.1400|EF419982|SH192115.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"	-	-	-	-	-	-	-	Unassigned	-
OTU287	0	0	0	0	0	1	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.0000|None;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales"	Glomeromycota	3	Symbiotroph	Arbuscular Mycorrhizal	Highly Probable	NULL	NULL	NULL	"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
OTU266	0	0	0	1	0	0	141	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.9350|None;k:Fungi,p:Rozellomycota"	-	-	-	-	-	-	-	Unassigned	-
OTU329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	55	27	4	0	0	42	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	"GS|100.0|JN053103|SH027312.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales"	-	-	-	-	-	-	-	Unassigned	-
OTU394	12	12	1	5	87	44	16	19	1	1	0	4	0	1	0	0	2	3	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.0000|GU184115|SH191936.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales"	-	-	-	-	-	-	-	Unassigned	-
OTU559	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	77	35	0	0	0	0	0	0	1	0	0	0	1	9	0	0	0	0	0	12	0	93	0	0	0	0	0	"US|0.9109|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales"	-	-	-	-	-	-	-	Unassigned	-
OTU2347	0	0	22	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SS|0.1000|FJ362331|SH004000.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae"	Ceratobasidiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	"Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
OTU319	6	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	1	28	3	0	44	10	65	3	15	0	0	0	0	0	0	0	0	0	41	0	2	0	0	0	0	0	3	0	0	"US|0.4779|KF221744|SH221826.07FU;k:Fungi,p:Ascomycota"	-	-	-	-	-	-	-	Unassigned	-
OTU378	0	0	0	0	0	0	0	6	0	0	0	0	0	0	13	74	0	0	0	2	0	0	0	0	13	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.9891|KM995881|SH195312.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae"	Chaetomiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph	Possible	Microfungus	Soft Rot	"Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)"	"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926"
OTU480	0	0	2	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	57	0	67	1	3	0	27	5	20	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.0000|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales"	-	-	-	-	-	-	-	Unassigned	-
OTU273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.9022|KF296802|SH455754.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales"	-	-	-	-	-	-	-	Unassigned	-
OTU304	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	19	0	19	0	4	0	2	0	1	3	11	0	25	0	0	0	0	0	86	0	46	SS|1.0000|EF159363|SH186594.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU306	0	0	0	0	0	0	8	0	0	0	4	1	0	0	0	0	192	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.9109|JX043206|SH478210.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales"	-	-	-	-	-	-	-	Unassigned	-
OTU327	0	10	0	0	0	1	4	0	0	0	98	14	0	0	2	0	6	4	0	7	2	16	0	2	3	6	20	0	9	0	2	0	0	1	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	"SS|0.0100|GQ921796|SH008359.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"	-	-	-	-	-	-	-	Unassigned	-
OTU320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.0000|EU489977|SH475438.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales"	-	-	-	-	-	-	-	Unassigned	-
OTU328	0	0	0	0	0	0	0	0	2	1	0	0	0	0	32	1	11	1	115	25	0	0	0	0	12	0	1	0	0	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.9315|HM239870|SH005140.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes"	-	-	-	-	-	-	-	Unassigned	-
OTU467	0	0	0	40	0	2	0	7	98	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"GS|98.1|EU489889|SH029959.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes"	-	-	-	-	-	-	-	Unassigned	-
OTU547	1	2	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	9	0	3	0	23	0	4	0	0	12	28	11	16	3	41	0	29	0	13	0	0	0	0	0	0	0	0	1	0	0	"GS|97.3|EU259902|SH024664.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecideales,f:Lecideaceae,g:Lecidea,s:Lecidea laboriosa"	Lecidea	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
OTU288	0	212	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"GS|99.3|MF531090|SH220112.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"	-	-	-	-	-	-	-	Unassigned	-
OTU313	4	91	0	0	3	18	0	1	4	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	9	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	SS|1.0000|EU480020|SH199326.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU314	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	43	0	0	0	1	0	16	0	27	0	0	0	0	0	0	0	0	0	79	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	"US|0.0000|JX043207|SH471994.07FU;k:Fungi,p:Ascomycota,c:Pneumocystidomycetes,o:Pneumocystidales"	-	-	-	-	-	-	-	Unassigned	-
OTU608	3	0	1	0	2	3	5	2	7	0	4	1	3	0	1	1	89	6	4	1	3	0	1	0	3	2	1	0	2	0	1	6	1	0	4	9	2	20	0	2	3	0	12	0	1	2	1	0	1	1	0	"GS|98.7|FJ392866|SH193976.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales"	-	-	-	-	-	-	-	Unassigned	-
OTU372	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	2	0	0	48	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	GS|98.1|KF752676|SH191839.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU312	2	9	0	2	2	1	0	6	108	78	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.8859|LC204264|SH220112.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales"	-	-	-	-	-	-	-	Unassigned	-
OTU345	11	0	0	0	3	0	1	0	0	0	161	0	0	0	0	0	0	0	0	0	8	0	0	0	3	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.9159|None;k:Fungi,p:Ascomycota,c:Dothideomycetes"	-	-	-	-	-	-	-	Unassigned	-
OTU301	0	0	0	0	0	0	0	1	3	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	7	0	2	0	0	4	0	0	16	2	0	0	0	0	4	9	149	"GSL|100.0|KF938450|SH216250.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Cladosporiaceae,g:Cladosporium,s:Cladosporium herbarum"	Cladosporium herbarum	20	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Microfungus	Soft Rot	NULL	"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Worrall JJ, et al. 1997. Mycologia 89: 199-219; http://www.apsnet.org/publications/commonnames/Pages/default.aspx"
OTU330	3	0	0	0	0	21	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.9702|None;k:Rhizaria,p:Cercozoa"	-	-	-	-	-	-	-	Unassigned	-
OTU452	0	0	0	0	0	0	0	0	4	0	94	35	0	1	0	39	0	27	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"GS|98.4|JX043206|SH478210.07FU;k:Rhizaria,p:Cercozoa"	-	-	-	-	-	-	-	Unassigned	-
OTU513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	157	0	32	0	3	0	1	1	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.0000|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales"	-	-	-	-	-	-	-	Unassigned	-
OTU332	21	0	18	58	25	22	25	10	8	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"SS|0.2000|KC215923|SH022314.07FU;k:Fungi,p:Ascomycota"	-	-	-	-	-	-	-	Unassigned	-
OTU460	8	4	9	1	3	1	11	2	3	0	9	2	6	0	9	10	1	2	3	2	2	7	1	2	9	18	8	1	2	0	3	4	2	0	4	3	2	1	0	5	3	3	3	2	2	6	1	3	5	8	2	"US|0.0000|MF976458|SH193471.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales"	-	-	-	-	-	-	-	Unassigned	-
OTU586	0	0	0	0	0	0	2	2	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"US|0.0000|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales"	-	-	-	-	-	-	-	Unassigned	-
OTU318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"US|0.0209|None;k:Fungi,p:Basidiomycota,c:Pucciniomycetes,o:Pucciniales"	-	-	-	-	-	-	-	Unassigned	-
OTU343	2	0	0	0	0	0	2	0	0	0	0	11	0	0	6	0	18	1	9	1	2	1	0	0	0	0	3	0	0	0	8	0	0	0	1	1	3	0	0	1	0	1	0	0	2	1	0	0	5	72	43	"US|0.6997|KF221979|SH221826.07FU;k:Fungi,p:Ascomycota"	-	-	-	-	-	-	-	Unassigned	-
OTU325	0	0	0	0	0	0	163	0	0	0	0	0	0	0	12	0	0	0	13	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.6327|JX385397|SH497336.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
OTU469	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	153	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	"US|0.0294|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales"	-	-	-	-	-	-	-	Unassigned	-
OTU357	0	1	0	0	0	58	2	0	0	0	4	0	0	0	0	1	0	1	1	0	0	0	0	0	1	20	0	2	3	0	1	0	4	0	9	17	13	0	0	15	0	0	13	0	0	0	0	4	2	1	18	"GSL|100.0|KP101209|SH206647.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Thielavia"	Thielavia	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph	Highly Probable	Microfungus	NULL	NULL	"Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)"
OTU381	4	3	0	5	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	1	0	3	0	3	0	0	0	28	0	4	0	0	5	0	0	0	0	0	0	0	0	13	0	111	"US|0.0602|GQ510484|SH202968.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes"	-	-	-	-	-	-	-	Unassigned	-
OTU340	0	0	0	0	0	0	3	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	20	0	0	0	0	121	0	0	0	0	0	1	12	0	16	0	0	"GS|100.0|KF777152|SH186599.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Verrucoconiothyrium,s:Verrucoconiothyrium prosopidis"	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	"Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)"	"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Massimo NC, et al. 2015. Microbial Ecology 70:61-76"
OTU395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	121	0	3	0	0	0	0	0	0	0	12	0	0	0	"US|0.9367|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes"	-	-	-	-	-	-	-	Unassigned	-
OTU539	4	0	2	0	6	2	51	6	2	0	0	0	0	7	0	0	2	2	0	0	0	0	0	0	0	0	18	31	13	0	3	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	36	0	GS|100.0|EU480219|SH207104.07FU;k:Fungi	-	-	-	-	-	-	-	Unassigned	-
